,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.7653021594003967,0.766748249967507,0.7773751669096644,0.7714514115070169,0.778997195626597,0.7920030988952111,0.7805158562782044,0.7649466782825551,0.7534337463576046,0.7784882483443849,0.7573977985228454,0.7744670313689648,0.7681692539596289,0.7457892604230962,0.7689428969113332,0.757955483155433,0.7792119923362357,0.7663716385241699,0.7551621115722417,0.7713964505725738
1,0.13017622959249583,0.12638232272064842,0.1277673133820933,0.12343326584503646,0.1293122599215306,0.11580855084346138,0.1340270277106954,0.12496926980742058,0.12093715492031865,0.1236950116612616,0.11931222666095342,0.12712263442044458,0.11840545640915406,0.12130930875089788,0.1329909584233548,0.10923877494736901,0.1316266735001304,0.11952664799270375,0.12490195906128491,0.12768187109062523
2,0.3410233468241278,0.3413077967928886,0.33347236639576194,0.33241786518171407,0.33978344970361773,0.31793534105527216,0.31646630111725177,0.32088275988990556,0.3303523590411731,0.3649088627832883,0.33296166371629127,0.3393425249714333,0.35815043513529915,0.34714676099774316,0.33120961808965294,0.3388163642822513,0.3088998227603083,0.32146151424086705,0.32004662678369344,0.32325691331119216
3,0.0578667238842041,0.0576862665621701,0.06216368596693543,0.05720153132878221,0.06056484316076757,0.058510952362009885,0.05877329707243359,0.05814815858659032,0.05799150642254448,0.059470861135183066,0.057591914936937105,0.05573747379676206,0.06118058533981827,0.06455046450198121,0.058531730953600834,0.0628785323977354,0.055914459893608943,0.06206596650938065,0.06126554870595453,0.059169872745851615
4,0.055326015521879185,0.06170407714820252,0.059265148055950505,0.05808096496166891,0.05935518048046016,0.056061382266243284,0.05892529279604,0.05888081615965938,0.05780649446269554,0.0548585773219554,0.05319300868548715,0.05916839077042758,0.053670798118309083,0.0571372667031962,0.05754384884399966,0.06371107237921662,0.05915713254283686,0.06322485068251865,0.05873120479879068,0.05828480097913049
5,0.04205164406373221,0.046135086747492574,0.04507427516835558,0.043573004133867395,0.04470269255574962,0.04601933995582586,0.05232654532997044,0.04465345615830597,0.04861922927753964,0.04697439074679841,0.048513268133231306,0.048983327550029584,0.047187712218710494,0.04823144137448876,0.04903007038941854,0.04526284147607323,0.048414036899588495,0.04590006586536752,0.042463777442498137,0.047882200694486426
6,0.5469157064460985,0.5362429218105856,0.5432670747040165,0.5695157500622159,0.5741857261822751,0.5483539429624347,0.5291856605369757,0.578899369306017,0.5417238960677898,0.5723033771949542,0.5676316265562164,0.5714134923054869,0.5737091485514234,0.5487905609389444,0.5171334215362245,0.5734951567078489,0.5475980335913928,0.5682657513321222,0.5680137413043266,0.560975896602765
7,0.43878805523031383,0.46217935084635897,0.40658339094176577,0.4270097599844506,0.4152286709274867,0.4307316850105758,0.4381143741608973,0.43731794515236594,0.43732675120212466,0.3969974794314423,0.40552023082713573,0.42167856181674923,0.43211631275973544,0.4518456162681367,0.441610163353543,0.41368823691228246,0.4540900917563573,0.4481391617593561,0.43674886865494805,0.43851166159372884
8,0.3724749635268414,0.3748317307660457,0.3911080238361096,0.39264612833902174,0.36411834193029724,0.39370093845593457,0.40907981927912507,0.3911405767708185,0.38799084358982877,0.3841944817993748,0.3746147877536714,0.38648733642866817,0.39062882727966436,0.38336710817068353,0.40449027052730074,0.3829497933062895,0.3608115376459397,0.36994165934698064,0.38393232782281145,0.3971445884203186
9,0.05867414745923786,0.06194500736918443,0.05412239575743369,0.07114117483187336,0.04992708719822789,0.05762719142072816,0.06284854546780759,0.0718440548788839,0.06352433569558638,0.06681264541861114,0.06176752182251909,0.06516781180415582,0.06014936850258088,0.07069622302133703,0.04808920862460008,0.0543899547820098,0.05102825860287323,0.0652083930641655,0.05834586938610038,0.06668492898319822
